variant,genre,length_mean,length_std,entropy_mean,entropy_std,unique_ratio_mean,unique_ratio_std,n_unique_mean,n_unique_std
tok=REMI|model=CLaMP-1|vel=on|quant=off,rock,22741.268907563026,11539.352416763359,5.1350335736355985,0.4767259985449303,0.007467506898838749,0.0050121703420749324,130.00840336134453,29.954059683070298
tok=REMI|model=CLaMP-1|vel=on|quant=off,jazz,18185.95798319328,11526.200042228744,5.288806844821224,0.4484261015272647,0.010332232516962702,0.005790243540044311,139.890756302521,32.62259535029763
tok=REMI|model=CLaMP-1|vel=off|quant=off,rock,22741.268907563026,11539.352416763359,4.772836252793041,0.32934069838309044,0.007091651828399969,0.004769662976535622,124.19327731092437,29.825275741667745
tok=REMI|model=CLaMP-1|vel=off|quant=off,jazz,18185.95798319328,11526.200042228744,4.8271642087250095,0.35940296131305327,0.009677871263634024,0.005419813092390993,131.6890756302521,32.58619544966952
tok=REMI|model=CLaMP-1|vel=on|quant=on,rock,22741.268907563026,11539.352416763359,5.1350335736355985,0.4767259985449303,0.007467506898838749,0.0050121703420749324,130.00840336134453,29.954059683070298
tok=REMI|model=CLaMP-1|vel=on|quant=on,jazz,18185.95798319328,11526.200042228744,5.288806844821224,0.4484261015272647,0.010332232516962702,0.005790243540044311,139.890756302521,32.62259535029763
tok=REMI|model=CLaMP-1|vel=off|quant=on,rock,22741.268907563026,11539.352416763359,4.772836252793041,0.32934069838309044,0.007091651828399969,0.004769662976535622,124.19327731092437,29.825275741667745
tok=REMI|model=CLaMP-1|vel=off|quant=on,jazz,18185.95798319328,11526.200042228744,4.8271642087250095,0.35940296131305327,0.009677871263634024,0.005419813092390993,131.6890756302521,32.58619544966952
tok=REMI|model=CLaMP-2|vel=on|quant=off,rock,22741.268907563026,11539.352416763359,5.1350335736355985,0.4767259985449303,0.007467506898838749,0.0050121703420749324,130.00840336134453,29.954059683070298
tok=REMI|model=CLaMP-2|vel=on|quant=off,jazz,18185.95798319328,11526.200042228744,5.288806844821224,0.4484261015272647,0.010332232516962702,0.005790243540044311,139.890756302521,32.62259535029763
tok=REMI|model=CLaMP-2|vel=off|quant=off,rock,22741.268907563026,11539.352416763359,4.772836252793041,0.32934069838309044,0.007091651828399969,0.004769662976535622,124.19327731092437,29.825275741667745
tok=REMI|model=CLaMP-2|vel=off|quant=off,jazz,18185.95798319328,11526.200042228744,4.8271642087250095,0.35940296131305327,0.009677871263634024,0.005419813092390993,131.6890756302521,32.58619544966952
tok=REMI|model=CLaMP-2|vel=on|quant=on,rock,22741.268907563026,11539.352416763359,5.1350335736355985,0.4767259985449303,0.007467506898838749,0.0050121703420749324,130.00840336134453,29.954059683070298
tok=REMI|model=CLaMP-2|vel=on|quant=on,jazz,18185.95798319328,11526.200042228744,5.288806844821224,0.4484261015272647,0.010332232516962702,0.005790243540044311,139.890756302521,32.62259535029763
tok=REMI|model=CLaMP-2|vel=off|quant=on,rock,22741.268907563026,11539.352416763359,4.772836252793041,0.32934069838309044,0.007091651828399969,0.004769662976535622,124.19327731092437,29.825275741667745
tok=REMI|model=CLaMP-2|vel=off|quant=on,jazz,18185.95798319328,11526.200042228744,4.8271642087250095,0.35940296131305327,0.009677871263634024,0.005419813092390993,131.6890756302521,32.58619544966952
tok=TSD|model=CLaMP-1|vel=on|quant=off,rock,22528.29411764706,11508.429070337925,4.934974319780996,0.48751282727421485,0.006419124000118595,0.004029883204057818,111.1344537815126,26.763852541760183
tok=TSD|model=CLaMP-1|vel=on|quant=off,jazz,17977.714285714286,11488.373388825128,5.072124808706434,0.47996764196021935,0.009105092486434818,0.005251278814326916,121.07563025210084,29.43281912696154
tok=TSD|model=CLaMP-1|vel=off|quant=off,rock,22528.29411764706,11508.429070337925,4.568791744128055,0.3301602349892079,0.006037096626070704,0.0037518229973771107,105.31932773109244,26.651210031711386
tok=TSD|model=CLaMP-1|vel=off|quant=off,jazz,17977.714285714286,11488.373388825128,4.604164977272738,0.3919997371157556,0.008439130960344945,0.004849233816281154,112.87394957983193,29.403549486485737
tok=TSD|model=CLaMP-1|vel=on|quant=on,rock,22528.29411764706,11508.429070337925,4.934974319780996,0.48751282727421485,0.006419124000118595,0.004029883204057818,111.1344537815126,26.763852541760183
tok=TSD|model=CLaMP-1|vel=on|quant=on,jazz,17977.714285714286,11488.373388825128,5.072124808706434,0.47996764196021935,0.009105092486434818,0.005251278814326916,121.07563025210084,29.43281912696154
tok=TSD|model=CLaMP-1|vel=off|quant=on,rock,22528.29411764706,11508.429070337925,4.568791744128055,0.3301602349892079,0.006037096626070704,0.0037518229973771107,105.31932773109244,26.651210031711386
tok=TSD|model=CLaMP-1|vel=off|quant=on,jazz,17977.714285714286,11488.373388825128,4.604164977272738,0.3919997371157556,0.008439130960344945,0.004849233816281154,112.87394957983193,29.403549486485737
tok=TSD|model=CLaMP-2|vel=on|quant=off,rock,22528.29411764706,11508.429070337925,4.934974319780996,0.48751282727421485,0.006419124000118595,0.004029883204057818,111.1344537815126,26.763852541760183
tok=TSD|model=CLaMP-2|vel=on|quant=off,jazz,17977.714285714286,11488.373388825128,5.072124808706434,0.47996764196021935,0.009105092486434818,0.005251278814326916,121.07563025210084,29.43281912696154
tok=TSD|model=CLaMP-2|vel=off|quant=off,rock,22528.29411764706,11508.429070337925,4.568791744128055,0.3301602349892079,0.006037096626070704,0.0037518229973771107,105.31932773109244,26.651210031711386
tok=TSD|model=CLaMP-2|vel=off|quant=off,jazz,17977.714285714286,11488.373388825128,4.604164977272738,0.3919997371157556,0.008439130960344945,0.004849233816281154,112.87394957983193,29.403549486485737
tok=TSD|model=CLaMP-2|vel=on|quant=on,rock,22528.29411764706,11508.429070337925,4.934974319780996,0.48751282727421485,0.006419124000118595,0.004029883204057818,111.1344537815126,26.763852541760183
tok=TSD|model=CLaMP-2|vel=on|quant=on,jazz,17977.714285714286,11488.373388825128,5.072124808706434,0.47996764196021935,0.009105092486434818,0.005251278814326916,121.07563025210084,29.43281912696154
tok=TSD|model=CLaMP-2|vel=off|quant=on,rock,22528.29411764706,11508.429070337925,4.568791744128055,0.3301602349892079,0.006037096626070704,0.0037518229973771107,105.31932773109244,26.651210031711386
tok=TSD|model=CLaMP-2|vel=off|quant=on,jazz,17977.714285714286,11488.373388825128,4.604164977272738,0.3919997371157556,0.008439130960344945,0.004849233816281154,112.87394957983193,29.403549486485737
tok=Octuple|model=CLaMP-1|vel=on|quant=off,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=on|quant=off,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-1|vel=off|quant=off,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=off|quant=off,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-1|vel=on|quant=on,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=on|quant=on,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-1|vel=off|quant=on,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=off|quant=on,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=on|quant=off,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=on|quant=off,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=off|quant=off,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=off|quant=off,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=on|quant=on,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=on|quant=on,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=off|quant=on,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=off|quant=on,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=off,rock,28891.638655462186,14610.970156382378,4.813614120957942,0.3411426121431119,0.00619594214771614,0.003948379053191466,138.0672268907563,34.167516313865335
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=off,jazz,23105.47899159664,14646.471833990496,4.8993495117378565,0.3440995067680684,0.00909804342883051,0.005179947111890307,155.109243697479,37.074544676671096
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=off,rock,28891.638655462186,14610.970156382378,4.529975145765371,0.25903449892090347,0.005899811700760993,0.003748641334621061,132.25210084033614,34.59774130165415
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=off,jazz,23105.47899159664,14646.471833990496,4.536700193370669,0.29948381420462733,0.00858251254969714,0.0048798324924173185,146.9075630252101,37.40547218116048
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=on,rock,28891.638655462186,14610.970156382378,4.813614120957942,0.3411426121431119,0.00619594214771614,0.003948379053191466,138.0672268907563,34.167516313865335
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=on,jazz,23105.47899159664,14646.471833990496,4.8993495117378565,0.3440995067680684,0.00909804342883051,0.005179947111890307,155.109243697479,37.074544676671096
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=on,rock,28891.638655462186,14610.970156382378,4.529975145765371,0.25903449892090347,0.005899811700760993,0.003748641334621061,132.25210084033614,34.59774130165415
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=on,jazz,23105.47899159664,14646.471833990496,4.536700193370669,0.29948381420462733,0.00858251254969714,0.0048798324924173185,146.9075630252101,37.40547218116048
tok=MIDI-Like|model=CLaMP-2|vel=on|quant=off,rock,28891.638655462186,14610.970156382378,4.813614120957942,0.3411426121431119,0.00619594214771614,0.003948379053191466,138.0672268907563,34.167516313865335
tok=MIDI-Like|model=CLaMP-2|vel=on|quant=off,jazz,23105.47899159664,14646.471833990496,4.8993495117378565,0.3440995067680684,0.00909804342883051,0.005179947111890307,155.109243697479,37.074544676671096
tok=MIDI-Like|model=CLaMP-2|vel=off|quant=off,rock,28891.638655462186,14610.970156382378,4.529975145765371,0.25903449892090347,0.005899811700760993,0.003748641334621061,132.25210084033614,34.59774130165415
tok=MIDI-Like|model=CLaMP-2|vel=off|quant=off,jazz,23105.47899159664,14646.471833990496,4.536700193370669,0.29948381420462733,0.00858251254969714,0.0048798324924173185,146.9075630252101,37.40547218116048
tok=MIDI-Like|model=CLaMP-2|vel=on|quant=on,rock,28891.638655462186,14610.970156382378,4.813614120957942,0.3411426121431119,0.00619594214771614,0.003948379053191466,138.0672268907563,34.167516313865335
tok=MIDI-Like|model=CLaMP-2|vel=on|quant=on,jazz,23105.47899159664,14646.471833990496,4.8993495117378565,0.3440995067680684,0.00909804342883051,0.005179947111890307,155.109243697479,37.074544676671096
tok=MIDI-Like|model=CLaMP-2|vel=off|quant=on,rock,28891.638655462186,14610.970156382378,4.529975145765371,0.25903449892090347,0.005899811700760993,0.003748641334621061,132.25210084033614,34.59774130165415
tok=MIDI-Like|model=CLaMP-2|vel=off|quant=on,jazz,23105.47899159664,14646.471833990496,4.536700193370669,0.29948381420462733,0.00858251254969714,0.0048798324924173185,146.9075630252101,37.40547218116048
